texto,clase_bloque
S/ 3.97,BLOQUE_MONTOS
ICBPER,OTROS
SON: VEINTISEIS Y 00/100 SOLES,BLOQUE_MONEDA
Otros Cargos,OTROS
S/0.00,OTROS
000/S.,OTROS
S/.0.00,OTROS
redondeo,OTROS
mporte Total,OTROS
9S/26.00,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SuNAT. Puede verificarla utilizando su",OTROS
62941093269,OTROS
--- Página 1 ---,OTROS
FACTURA'ELECTRONICA,BLOQUE_COMPROBANTE
F & L MULTISERVICIOS SALVADOR S.A.C.,BLOQUE_EMISOR
RUC.20515915428,BLOQUE_EMISOR
PJ HERNANVELARDE 164 CERCADO DE LIMA INT: 107,OTROS
E001-1208,BLOQUE_COMPROBANTE
LIMA LIMA-LIMA,OTROS
Fecha de Emision,OTROS
14/04/2026,BLOQUE_FECHA
Forma depago Credito,OTROS
Senor(es)),OTROS
DELOSI S.A,BLOQUE_RECEPTOR
RUCTT,OTROS
20100123330,BLOQUE_RECEPTOR
AV.JAVIERPRADOOESTE1650,OTROS
Direccion del.Receptor de la factura,OTROS
LIMALIMASANISIDRO.,OTROS
AV.JAVIERPRADOOESTE1650,OTROS
Dirección del Cliente,OTROS
LIMA-LIMA-SANISIDRO,OTROS
Tipo de Moneda,OTROS
SOLES!,BLOQUE_MONEDA
PAGOAFECTOADETRACCIONDEL,OTROS
Observacion:,OTROS
12%,OTROS
Unidad Medida,OTROS
Descripcionas,OTROS
ValorUnitario,OTROS
CICBPER,OTROS
Cantidad,OTROS
1.00,OTROS
UNIDADY,OTROS
SERVICIODEMANTENIMIENTODEGRUPO,OTROS
1800:00,BLOQUE_MONTOS
0.00,OTROS
ELECTROGENO.CALL.01OS.40926259JUNIO2025,OTROS
Sub TotalVentas,OTROS
T ES/1800:00,OTROS
.oAnticipos,OTROS
wwwwS/0.00,OTROS
Descuentos,OTROS
Valor de Venta.de OperacionesGratuitas,OTROS
S/0:00,OTROS
Valor-Venta.,OTROS
S/0:00,OTROS
IGV,OTROS
S/324.00,BLOQUE_MONTOS
SONDOSMIL CIENTO VEINTICUATROY00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/0.00,OTROS
Orden de Compra  4600656227,OTROS
Otros Cargos,OTROS
$/:0:00,OTROS
OtrosTributos,OTROS
S/0.00,OTROS
Monto de redondeo.,OTROS
S/0.00,OTROS
Importe-Total,OTROS
S/2124:00,OTROS
Informacion de la detracción,OTROS
Operacion sujeta al Sistema de Pago de Obligaciönes Tributarias con el Gobierno Central.,OTROS
Leyenda...,OTROS
Bien Servicio,OTROS
020 Mantenimiento y reparaciön de bienes muebles,OTROS
Medio de:pagot,OTROS
003Transferenciade.fondosc,OTROS
Nro Cta Banco de la Nacion.,OTROS
00060031541r2 Porcentaje de detraccion,OTROS
12.00,OTROS
Montodetraccion.,OTROS
S/255.00,OTROS
Informacion del.crédito,OTROS
Montoneto.pendiente.depago,OTROS
S/1.869.00,OTROS
Total de Cuotas,OTROS
N Cuota  Fec. Venc.,OTROS
N Cuota Fec-Venc.,OTROS
.Monto.,OTROS
Monto,OTROS
NCuotaFec.Venc,OTROS
Monto,OTROS
: 1: 14/05/2026,BLOQUE_FECHA
869.00,OTROS
"Esta es una representacion impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede",OTROS
verificarla utilizando su.clave SOL,OTROS
--- Página 1 ---,OTROS
F&LMULTISERVICIOSSALVADOR S.A.C,BLOQUE_EMISOR
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
PJHERNAN VELARDE172 CERCADO.DELIMA INT.107,OTROS
RUC:20515915428,BLOQUE_EMISOR
LIMALIMA-LIMA,OTROS
E001-164,BLOQUE_COMPROBANTE
Fecha de Emision,OTROS
24/01/2022,BLOQUE_FECHA
ormade.pago.credito,OTROS
Senor(es),OTROS
ASOCIACION.AUTOMOTRIZ DEL,BLOQUE_RECEPTOR
PERUCS,OTROS
RUC,OTROS
20101973922,BLOQUE_RECEPTOR
Direccion del Receptor de.la factura,OTROS
AV.REPUBLICA DE PANAMA3956,OTROS
LIMALIMA SURQUILLO,OTROS
Direccion del.Cliente,OTROS
AV.REPUBLICADEPANAMA3956,OTROS
LIMA-LIMA-SURQUILLO,OTROS
Tipo de Moneda,OTROS
SOLES,BLOQUE_MONEDA
SERVICIO AFECTO ADETRACC 12%,OTROS
Observacion,OTROS
924.20,OTROS
.Cantidad,OTROS
Unidad Medida,OTROS
Descripcion-,OTROS
Valor Unitario,OTROS
ICBPER,OTROS
42:00,OTROS
UNIDADS,OTROS
SERVICIODEMANTENIMIENTOPREVENTIVODE42,OTROS
TABLEROSDE DISTRIBUCION ELECTRICA,OTROS
155.00,OTROS
0.00,OTROS
10.00,OTROS
UNIDAD,OTROS
MOFICICACIONDE LLAVES TERMO MAGNETICAS DE,OTROS
80.00,OTROS
0.00,OTROS
TABLEROS DE CONTROLE,OTROS
ub TotalVentas,OTROS
S/7310.00,BLOQUE_MONTOS
Anticipos,OTROS
S/0.00,OTROS
Valor de Venta de Operaciones Gratuitas,OTROS
S/0.00,OTROS
Descuentos:,OTROS
ValorVenta,OTROS
ISC,OTROS
SON:OCHO MIL SEISCIENTOSVEINTICINCO.Y80/100SOLES,BLOQUE_MONEDA
IGV,OTROS
S/131580,OTROS
ICBPER,OTROS
S/0.00,OTROS
Orden de Compra  21120005,OTROS
Otros Cargos,OTROS
0001S,OTROS
Otros.Tributos,OTROS
Monto.de.redondeo.,OTROS
:S/0.00,OTROS
ImporteTotal,OTROS
S/8.625.80,OTROS
Intormación del credito,OTROS
Monto neto pendiente de pago,OTROS
S/770160,OTROS
Total de Cuotas,OTROS
N Cuota Fec.Venc.,OTROS
Monto,OTROS
NCuotaFec.Venc.,OTROS
Monto,OTROS
N°.Cuota Fec. Venc.,OTROS
Monto.,OTROS
: 1: 31/01/2022,BLOQUE_FECHA
7.701.60,OTROS
verificarla utilizando su.clave SOL,OTROS
--- Página 1 ---,OTROS
RUC20601842689,BLOQUE_EMISOR
FACTURA,OTROS
ELECTRóNICA,OTROS
CORPORACIONIMDICORS.A.C.,BLOQUE_EMISOR
LT2MZA4AHHIJOSDE.VENTANILLA,OTROS
FFF1-000927,BLOQUE_COMPROBANTE
VENTANILLA-PROV.CONST.DEL.CALLAO-PROV.CONST.DELCALLAO,OTROS
DATOS DEL CLIENTE,OTROS
FECHA EMISION,OTROS
16/04/2024,BLOQUE_FECHA
20525058876,BLOQUE_RECEPTOR
FECHADEVENC.,OTROS
16/04/2024,BLOQUE_FECHA
DENOMINACION,OTROS
WM.IMPORT.S.A.C.,BLOQUE_RECEPTOR
MONEDA,OTROS
SOLESES,BLOQUE_MONEDA
DIRECCION,OTROS
AVROSA DEAMERICA.NRO 750ASOCROSA DE AMERICALIMA,OTROS
LIMACOMAS,OTROS
CANT.,OTROS
UM,OTROS
COD.,OTROS
DESCRIPCION,OTROS
VIU,OTROS
PIU,OTROS
IMPORTE,OTROS
CHUE,OTROS
ChtmIMANIJAINT TOYOTA.COROLLAAE100.93.97GRAY,OTROS
1500,OTROS
NIU,OTROS
T.Y2522G,OTROS
4.492,OTROS
5:300,OTROS
7.950.00,OTROS
HU,OTROS
html>MANIJA INT TOYOTA COROLLA AE10093-97 GRAY,OTROS
1500,OTROS
NIU,OTROS
TY2522G,OTROS
4.492,OTROS
5.300,OTROS
"7,950.00",OTROS
-RH/html>,OTROS
RH,OTROS
GRAVADA,OTROS
SI,OTROS
13474.58,BLOQUE_MONTOS
IGV18.00.%,OTROS
SI.,OTROS
2.425.42,BLOQUE_MONTOS
TOTAL,OTROS
SI,OTROS
"15,900.00",BLOQUE_MONTOS
TOTALPAGADO,OTROS
SI,OTROS
"15,900.00",BLOQUE_MONTOS
DIFERENCIA'(VUELTO),OTROS
SI,OTROS
0.00,OTROS
IMPORTE EN LETRAS. QUINCE MIL NOVECIENTOS CON 00/100 SOLES:,BLOQUE_MONEDA
FORMA DE PAGO : [CREDITO POR PAGAR] CUOTA 2024.04-19(S/15.900.00,OTROS
Representacionimpresa de la.FACTURA ELECTRONiCA.visitawww.nubefact.com/20601842689,BLOQUE_EMISOR
Autorizado mediante Resolucion.de intendencia Nö.034-005-0005315,OTROS
NubeFacT,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
"""FACTURAELECTRONICA",BLOQUE_COMPROBANTE
IDELSI SOLUCIONES S.A.C.,BLOQUE_EMISOR
RUC20611758988,BLOQUE_EMISOR
CALLOSANGELES187URB.LASVEGAS,OTROS
E001-45,BLOQUE_COMPROBANTE
COMAS-LIMA LIMA,OTROS
Fecha.de Emision,OTROS
03/09/2024,BLOQUE_FECHA
Formade.pago.Credito,OTROS
NAZCAENERGY S.A.C.-NAZC,OTROS
Senor(es,OTROS
ENERS.A.C.,OTROS
RUC,OTROS
20604526265,BLOQUE_COMPROBANTE
JR.SILICIOS.5580URB.INDUSTRIAL,OTROS
Direccion del Receptor de la factura,OTROS
INFANTASLIMALIMALOS:OLIVOS:,OTROS
JR.SILICIOS5580.URB.INDUSTRIAL,OTROS
Direccion del'Cliente,OTROS
INFANTASLIMA-LIMA-LOSOLIVOS,OTROS
Tipo de Moneda .,OTROS
SOLESE,BLOQUE_MONEDA
Observacion.,OTROS
CTA CTE BCP1911714286019,OTROS
Cantidad,OTROS
Unidad Medida.,OTROS
Descripcion.,OTROS
Valor.Unitarioy,OTROS
ICBPER,OTROS
M1.00UNIDAD,OTROS
SUMINISTRODEBANDEJADEMETAL,OTROS
220.00,BLOQUE_MONTOS
0.00,BLOQUE_MONTOS
Sub TotalVentas,OTROS
S/220.00,BLOQUE_MONTOS
Anticipos,OTROS
S/.0.00,OTROS
Descuentos,OTROS
S/.0.00,OTROS
Valor de Venta de Operaciones.Gratuitas,OTROS
S/0:00,OTROS
Valor-Venta,OTROS
S/22000,OTROS
WISC,OTROS
S/39.60:,BLOQUE_MONTOS
IGV,OTROS
SON:DOSCIENTOSCINCUENTAY NUEVEY.60/100SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/0:00,OTROS
S/:0:00,OTROS
Otros Cargos,OTROS
Otros Tributos,OTROS
S/0.00,OTROS
Monto de.redondeo,OTROS
Importe Total,OTROS
S/259.60,BLOQUE_MONTOS
Informaciondel.credito,OTROS
Montonetopendiente de pago,OTROS
S/259.60,BLOQUE_MONTOS
Total de Cuotas,OTROS
18,OTROS
N.Cuota Fec.Venc,OTROS
.Montoy,OTROS
NCuota,OTROS
Fec.enc,OTROS
EMonto,OTROS
N CuotaFec.Venc.,OTROS
"""Monto",OTROS
05/09/2024,BLOQUE_FECHA
259.60,BLOQUE_MONTOS
verificarlautilizando su clave SoL,OTROS
--- Página 1 ---,OTROS
IDELSI,OTROS
EACTURAELECTRONICA,BLOQUE_COMPROBANTE
IDELSISOLUCIONES:S.A.C,BLOQUE_EMISOR
RUC20611758988,BLOQUE_EMISOR
AV-CARLOSIZAGUIRREURB.SANANTONIOMZA.B.LOTE.O5,OTROS
SANMARTINDEPORRES-LIMA-LIMA,OTROS
E001-155,BLOQUE_COMPROBANTE
Fecha de Emision,OTROS
18/03/2026,BLOQUE_FECHA
Formade pago.Contado,OTROS
ASOCIACIONDERADIOS,OTROS
Senor(es),OTROS
COMUNITARIASDIOSESAMOR,OTROS
RUC,OTROS
20519183987,BLOQUE_RECEPTOR
AV.AV.ARICA244INT.609.LIMA,OTROS
Direccion-del.Cliente,OTROS
LIMA-BRENA,OTROS
Tipo.de Moneda,OTROS
SOLES,BLOQUE_MONEDA
CTA CORRIENTE BCP,OTROS
Observacion,OTROS
1911714286019,OTROS
...Cantidad,OTROS
w.Unidad.Medida,OTROS
Descripcion,OTROS
Valor-Unitario,OTROS
ICBPER,OTROS
WUNIDADA,OTROS
SERVICIODEMANTENIMIENTOPREVENTIVO DE,OTROS
1.00,OTROS
1016.95,BLOQUE_MONTOS
00.0,OTROS
GRUROELECTROGENO.DEACUERDOALA,OTROS
COTIZACION029-ISS-2026,OTROS
Sub Total Ventas,OTROS
"S/1,016.95",BLOQUE_MONTOS
wwAnticipos,OTROS
Valor.deVentade.Operaciones-Gratuitas:S/.0.00,OTROS
Descuentos,OTROS
ValorVenta,OTROS
S/1:016:95,OTROS
ISG,OTROS
S/0.00,OTROS
IGV,OTROS
S/183.05,BLOQUE_MONTOS
SON:UNMILDOSCIENTOS.Y.00/100.SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/0:00,OTROS
Orden de Compra01,OTROS
E000/S,OTROS
Otros:Tributos,OTROS
000/S,OTROS
Monto.deredondeo,OTROS
wwwS/0.00,OTROS
ImporteTotal,OTROS
S/1200.00,BLOQUE_MONTOS
Fnformacion de la detraccion,OTROS
Operacion sujeta al Sistema de Pago de Obligaciones.Tributarias conel.GobiernoCentral,OTROS
Bien. Servicio,OTROS
020Mantenimientoy reparacion de bienes.mueble,OTROS
Medio depago.,OTROS
001Deposito en cuenta,OTROS
Nro Cta. Banco de la Nacion.,OTROS
12.00,OTROS
wMonto.detraccion,OTROS
"Esta.esuna representacion impresadela factura electronica,generada en el Sistema de SuNAT.Puede",BLOQUE_COMPROBANTE
verificarla utilizandosu clave SOL,OTROS
--- Página 1 ---,OTROS
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
F&LMULTISERVICIOS SALVADOR:S.A.C.TT,BLOQUE_EMISOR
RUC:20515915428,BLOQUE_EMISOR
PJ.HERNANVELARDE172CERCADODELIMAINT.107,OTROS
E001-353,BLOQUE_COMPROBANTE
LIMA-LIMA-LIMA,OTROS
Forma de pago Credito t,OTROS
Fecha de Emision,OTROS
26/09/2022,BLOQUE_FECHA
Senor(es,OTROS
DELOSIS.A,BLOQUE_RECEPTOR
RUCE,OTROS
20100123330,BLOQUE_RECEPTOR
AV.JAVIERPRADOOESTE 1650,OTROS
Direccion del Receptor de la factura,OTROS
LIMALIMA.SANISIDRO,OTROS
AV.JAVIER.PRADO.OESTE-1650,OTROS
Direccion del Cliente,OTROS
LIMA-LIMA-SAN.ISIDRO,OTROS
Tipo de-Moneda,OTROS
SOLESAR,BLOQUE_MONEDA
SERVICIO AFECTO A DETRACCION,OTROS
Observacion.,OTROS
12%S/130.69,OTROS
ww.wwwwwwwValor.Unitarios,OTROS
ICBPER,OTROS
w.Cantidadstwwww.UnidadMedida,OTROS
"Descripcion,",OTROS
400.00,OTROS
00:0,OTROS
1:00,OTROS
SUNIDAD,OTROS
INSPECCIONDEGRUPO'ELECTROGENOY-TABLEROTX,OTROS
0.00,OTROS
ABASTECIMIENTODE COMBUSTIBLE,OTROS
523.00,BLOQUE_MONTOS
100,OTROS
UNIDAD,OTROS
Sub.Total Ventas,OTROS
S/923.00,BLOQUE_MONTOS
Anticipos,OTROS
S/.0.00,OTROS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas,OTROS
S/0.00,OTROS
Valor-Venta,OTROS
S/923.00,BLOQUE_MONTOS
DISC,OTROS
IGV,OTROS
SON:UN MIL'OCHENTA Y.NUEVEY14/100SOLES,BLOQUE_MONEDA
MICBPER,OTROS
S/0:00,OTROS
Orden de Compra.4600385114,OTROS
Otros.Cargos,OTROS
S/0.00,OTROS
Otros.Tributos,OTROS
Monto.deredondeo,OTROS
000/S,OTROS
Importe Total,OTROS
S/1.089.14,OTROS
Informacion.del credito,OTROS
Monto neto pendientede.pago,OTROS
S/.95845,OTROS
Total de.Cuotashwwwww,OTROS
Monto,OTROS
Fec.Venc.,OTROS
Monto,OTROS
NCuota Fec.Venc.,OTROS
NCuota.Fec.Venc,OTROS
Monto,OTROS
N°Cuota,OTROS
10/11/2022,OTROS
958.45,OTROS
verificarla utilizando su.clave SoL,OTROS
--- Página 1 ---,OTROS
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
F&L MULTISERVICIOS.SALVADORS.A.C.,BLOQUE_EMISOR
RUC20515915428,BLOQUE_EMISOR
PJ.HERNANVELARDE.172CERCADODELIMAINT.107,OTROS
E001-354,BLOQUE_COMPROBANTE
LIMA LIMA LIMAT,OTROS
Forma de pagor Credito.,OTROS
Fecha de Emision,OTROS
26/09/2022,BLOQUE_FECHA
ASOCIACION AUTOMOTRIZDEL,BLOQUE_RECEPTOR
Senor(es),OTROS
PERU,OTROS
RUC.,OTROS
20101973922,BLOQUE_RECEPTOR
AV.REPUBLICADEPANAMA3956,OTROS
Direccion.del.Receptor de la factura,OTROS
LIMALIMA SURQUILLO,OTROS
AV.REPUBLICADEPANAMA3956,OTROS
Dirección del Cliente,OTROS
LIMA-LIMA-SURQUILLO,OTROS
Tipo de Moneda,OTROS
SOLESY:,BLOQUE_MONEDA
SERVICIOAFECTOA DETRACCION,OTROS
Observacion,OTROS
12%(S/234.00),OTROS
Unidad Medida,OTROS
wValorUnitario,OTROS
CICBPER,OTROS
Cantidad,OTROS
wDescripcion..,OTROS
923.31,OTROS
000,OTROS
UNIDAD,OTROS
MANTENIMIENTOGRUPO'ELECTROGENO'20'KW.,OTROS
1:00,OTROS
MANTENIMIENTOGRUPOELECTROGENO7.5KW,OTROS
729.24,OTROS
1.00,OTROS
EUNIDAD,OTROS
SubTotal Ventas,OTROS
S/1.65255,OTROS
Anticipos,OTROS
000/S,OTROS
Descuentos,OTROS
Valor de Venta de Operaciones Gratuitas,OTROS
S.0.00,OTROS
Valor:Venta,OTROS
S/1.65255,OTROS
MISC,OTROS
CIGV,OTROS
SON:.UNMIL NOVECIENTOS.CINCUENTA Y 01/100 SOLES,BLOQUE_MONEDA
CICBPER:,OTROS
Orden de Compra  20090012,OTROS
S/.0.00,OTROS
Otros.Cargost,OTROS
Otros Tributos,OTROS
S/0.00,OTROS
Monto de.redonde,OTROS
S/0.00,OTROS
. Importe Total.,OTROS
S/1.950:01,OTROS
Informacion.del-credito,OTROS
Monto neto pendiente de pago,OTROS
S/1716.01,OTROS
N.Cuota... Fec. Venc.,OTROS
NCuotaFec Venc.,OTROS
Monto.,OTROS
.Monto,OTROS
NCuota Fec.Venc.,OTROS
Monto,OTROS
1 03/10/2022,OTROS
1.716.013,OTROS
verificarla utilizando su clave Sol.,OTROS
--- Página 1 ---,OTROS
FACTURA'ELECTRONICA,BLOQUE_COMPROBANTE
F&L.MULTISERVICIOSSALVADOR S.A.C.,BLOQUE_EMISOR
RUC20515915428,BLOQUE_EMISOR
PJ.HERNAN.VELARDE172CERCADODELIMAINT.107,OTROS
E001-418,BLOQUE_COMPROBANTE
LIMA-LIMALIMA,OTROS
Formade pago.Contado,OTROS
Fecha de Emision,OTROS
02/12/2022,BLOQUE_FECHA
ADMINISTRACIONINMOBILIARIA,OTROS
Senor(es),OTROS
SOCIEDADANONIMA.CERRADA,OTROS
RUC,OTROS
20506628963,BLOQUE_RECEPTOR
CAL.LAS.ORQUIDEAS585URB.,OTROS
Direccion del Cliénte,OTROS
JARDININT.301A LIMA-LIMA-SAN,OTROS
ISIDRO,OTROS
Tipo.de.Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observacion.,OTROS
Valor.Unitario,OTROS
ICBPER,OTROS
.Cantidad,OTROS
Unidad.Medida,OTROS
Descripcior,OTROS
SERVICIO.DE EVALUACIONDE TRABAJO.DELGRUPO,OTROS
200.00,BLOQUE_MONTOS
UNIDAD,OTROS
0.00,BLOQUE_MONTOS
100,OTROS
ELECTROGENO,OTROS
Sub.Total Ventas,OTROS
S/200:00,OTROS
.Anticipos,OTROS
S/:0:00,OTROS
S/:0.00,OTROS
Valor.de Venta de Operaciones Gratuitas,OTROS
S/0.00,OTROS
Valor-Venta,OTROS
S/200.00,BLOQUE_MONTOS
LSC,OTROS
S/0.00,OTROS
NIGV,OTROS
S/36.00,BLOQUE_MONTOS
SONDOSCIENTOS.TREINTA Y SEIS Y 00/100 SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/0.00,OTROS
Otros.Cargos,OTROS
S/0.00,OTROS
Otros.Tributos,OTROS
Monto.de-redondeo,OTROS
S/0.00,OTROS
Importe-Total,OTROS
S/.236.00,BLOQUE_MONTOS
"Esta es unarepresentacion impresa de la factura electronica,generada en.el Sistema de SUNATPuede",BLOQUE_COMPROBANTE
verificarla.utilizando su.claveSOL,OTROS
--- Página 1 ---,OTROS
FACTURA'ELECTRONICA,BLOQUE_COMPROBANTE
F&L MULTISERVICIOSSALVADORS.A.C,BLOQUE_EMISOR
RUC20515915428,BLOQUE_EMISOR
PJ.HERNANVELARDE172CERCADO.DELIMAINT.107,OTROS
E001.449,BLOQUE_COMPROBANTE
LIMA-LIMA-LIMAT,OTROS
Fecha de.Emision,OTROS
Formade.pago.Contado,OTROS
18/01/2023,BLOQUE_FECHA
"AVENIDAARICA NUMERO1271,",OTROS
Senor(es),OTROS
1279.1281URBANIZACIONAZCONA,OTROS
BRENA,OTROS
RUC,OTROS
20608863223,BLOQUE_RECEPTOR
AV.ARICA1263DPTO.1606 LIMA-,OTROS
Direccion del-Cliente,OTROS
LIMA-BRENA,OTROS
Tipo.de Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observacion.,OTROS
ValorUnitario.,OTROS
Unidad.Medida,OTROS
Descripción,OTROS
ICBPER,OTROS
Cantidade,OTROS
1.00,OTROS
UNIDADA,OTROS
VENTA'DEGRASAS:DIELECTRICO.LIMPIAY,OTROS
1300.00,BLOQUE_MONTOS
0.00,OTROS
CONTACTO.TRAPOSINDUSTRIALES.PINTURA,OTROS
CLOSS.BOLSA DE BASURA,OTROS
SubsTotal-Ventas,OTROS
S/1300.00,BLOQUE_MONTOS
Anticipos,OTROS
S/:0.00,OTROS
Descuentos,OTROS
S/0:00,OTROS
Valor de Venta de Operaciones Gratuitas,OTROS
S/.0:00,OTROS
Valor.Venta,OTROS
S/1:300:00,OTROS
000S,OTROS
FIGV,OTROS
SON:UNMIL QUINIENTOS.TREINTAYCUATRO.Y.00/100.SOLES,BLOQUE_MONEDA
ICBPER,OTROS
S/0.00,OTROS
Otros Cargos,OTROS
Otros Tributos,OTROS
S/000,OTROS
Monto.de redondeo,OTROS
YS/000,OTROS
S/153400,OTROS
ImporteTotal,OTROS
"Esta es una representación impresa de la factura electrónica,generada en el Sistema de SuNAT.Puede",OTROS
verificarla utilizandosu clave SoL,OTROS
--- Página 1 ---,OTROS
F&LMULTISERVICIOSSALVADORS.A.C,BLOQUE_EMISOR
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
PJ.HERNANVELARDE172CERCADO.DELIMAINT.107,OTROS
RUC:20515915428,BLOQUE_EMISOR
LIMA LIMA- LIMA,OTROS
E001-455,BLOQUE_COMPROBANTE
Fecha de Emision,OTROS
Forma de pago. Contado,OTROS
AVENIDAARICA NUMERO1271.,OTROS
Senor(es),OTROS
1279.1281URBANIZACIONAZCONA,OTROS
BRENA,OTROS
RUC,OTROS
20608863223,BLOQUE_RECEPTOR
Direccion del.Cliente,OTROS
AV.ARICA1263.DPTO.1606.LIMA,OTROS
LIMA-BRENA,OTROS
Tipo deMoneda,OTROS
SOLES,BLOQUE_MONEDA
Observación,OTROS
Cantidad,OTROS
Unidad Medida.Descripcion,OTROS
wValor.Unitariomw.,OTROS
ICBPER,OTROS
1.00,OTROS
MANTENIMIENTODETABLEROSELECTRICOSYWHECET,OTROS
580.00,BLOQUE_MONTOS
Sub.Total.Ventasa,OTROS
S/58000,OTROS
Anticipos,OTROS
S/0.00,OTROS
Valor de Venta de Operaciones Gratuitas.,OTROS
Descuentos,OTROS
S/0:00,OTROS
Valor Venta,OTROS
ISC,OTROS
S/0.00,OTROS
SON:SEISCIENTOSOCHENTA-YCUATROY 40/100 SOLES,BLOQUE_MONEDA
IGV,OTROS
S/104.40,BLOQUE_MONTOS
ICBPER,OTROS
S/0.00,OTROS
Otros Cargos,OTROS
S/0.00,OTROS
Otros Tributos,OTROS
Monto de.redondeo,OTROS
S/:0:00,OTROS
ww.ImporteTotal,OTROS
S/.684.40,BLOQUE_MONTOS
"Esta es una representacion impresa de la factura electrónica,generada en el Sistema de SUNAT.Puede",OTROS
verificarlautilizandosu clave So,OTROS
--- Página 1 ---,OTROS
F&L MULTISERVICIOS-SALVADOR S.A.C,BLOQUE_EMISOR
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
PJ.HERNAN VELARDE172CERCADODE LIMA INT.107,OTROS
RUC:20515915428,BLOQUE_EMISOR
E001-456,BLOQUE_COMPROBANTE
Fecha de Emision,OTROS
30/01/2023,BLOQUE_FECHA
Forma.de.pago..Contado,OTROS
"AVENIDAARICANUMERO1271,",OTROS
Senor(es),OTROS
1279.1281URBANIZACIONAZCONA,OTROS
BRENAT,OTROS
RUC.,OTROS
20608863223,BLOQUE_RECEPTOR
AV.ARICA.1263.DPTO.-1606.LIMA,OTROS
Direccion delCliente,OTROS
LIMA-BRENA,OTROS
Tipo.de.Moneda,OTROS
SOLES,BLOQUE_MONEDA
Observacion. ..,OTROS
ww.Cantidad.,OTROS
Unidad Medida,OTROS
Descripcion.,OTROS
Valor.Unitari,OTROS
ICBPERA,OTROS
100,OTROS
UNIDAD,OTROS
MATERIALESPARAMANTENIMIENTODETABLEROSHES,OTROS
635.00,BLOQUE_MONTOS
000,OTROS
Sub.Total.Ventas,OTROS
.Anticipos,OTROS
00:0/S,OTROS
Valor.de Venta de Operaciones Gratuitas,OTROS
S/0.00,OTROS
Descuentos,OTROS
S/0.00,OTROS
Valor Venta,OTROS
S/635:00,OTROS
ISC,OTROS
S/0.00,OTROS
SON:SETECIENTOS.CUARENTA Y NUEVEY 30/100.SOLES,BLOQUE_MONEDA
IGV,OTROS
S/114.30,BLOQUE_MONTOS
HICBPER,OTROS
S/0.00,OTROS
Otros.Cargos,OTROS
S/.0.00,OTROS
OtrosTributos,OTROS
Monto de redondeo,OTROS
Importe Total,OTROS
S/.749.30,BLOQUE_MONTOS
"Esta es una representación impresa de la factura electrónica, generada en el Sistema de SUNAT. Puede",OTROS
verificarla utilizando su clave SOL,OTROS
--- Página 1 ---,OTROS
F&LMULTISERVICIOS.SALVADORS.A.C,BLOQUE_EMISOR
FACTURAELECTRONICA,BLOQUE_COMPROBANTE
PJ.HERNANVELARDE172'CERCADO.DELIMAINT107,OTROS
RUC:20515915428,BLOQUE_EMISOR
LIMA-LIMALIMA,OTROS
E001-474,BLOQUE_COMPROBANTE
Fecha.de Emision,OTROS
23/02/20232,BLOQUE_FECHA
Forma de pago Contado,OTROS
Senor(es).,OTROS
ASOCIACION AUTOMOTRIZ DEL,BLOQUE_RECEPTOR
PERUY,OTROS
RUG,OTROS
20101973922,BLOQUE_RECEPTOR
AV.REPUBLICADE-PANAMA 3956,OTROS
Direccion del Cliente,OTROS
LIMA.LIMA-SUROUILLOS,OTROS
Tipo de Moneda,OTROS
SOLES,BLOQUE_MONEDA
PAGOAFECTOA DETRACCION DEL,OTROS
Observacion,OTROS
12%SI.805.60,OTROS
Cantidad,OTROS
Unidad Medida,OTROS
Descripcion,OTROS
Valor.Unitario,OTROS
ICBPER,OTROS
UNIDAD,OTROS
1:00,OTROS
SUMINISTRODEMOTORINDUSTRIALELECTRICO'DE,OTROS
25011.42,OTROS
ALTO.TRANSITOPARA.PORTON,OTROS
1:00,OTROS
UNIDAD,OTROS
SERVICIO DE INSTALACION DE MOTOR,OTROS
677:97,OTROS
0.00,OTROS
SubTotal Ventas,OTROS
Anticipos,OTROS
S/.0.00,OTROS
Valor.deVenta-de.OperacionesGratuitas.S/.0.00-,OTROS
Descuentos,OTROS
S/0.00,OTROS
Valor-Venta,OTROS
S/5.689:39,OTROS
ISC,OTROS
IGV,OTROS
SON:SEISMILSETECIENTOSTRECEY48/100SOLES,BLOQUE_MONEDA
S/1.024.09,OTROS
ICBPER,OTROS
S/0.00,OTROS
Otros Cargos,OTROS
Otros Tributos,OTROS
S/000,OTROS
